code_insee,annee,type_scrutin,n_unites,mono_liste,closeness,method
59208,2008,individuel,11,0,5.7292,winner_share_proxy_2008
59208,2014,individuel,11,1,,seat_cutoff_model
59208,2020,individuel,11,1,,seat_cutoff_rne_real
59209,2008,individuel,3,0,35.5438,winner_share_proxy_2008
59209,2014,individuel,30,0,0.978,seat_cutoff_model
59209,2020,individuel,15,1,,seat_cutoff_rne_real
59210,2008,individuel,19,0,18.1953,winner_share_proxy_2008
59211,2008,individuel,2,0,53.7946,winner_share_proxy_2008
59211,2014,individuel,17,0,8.37,seat_cutoff_model
59211,2020,individuel,18,0,20.5479,seat_cutoff_rne_real
59213,2008,individuel,11,0,25.2336,winner_share_proxy_2008
59213,2014,individuel,13,0,4.3887,seat_cutoff_model
59213,2020,individuel,17,0,6.734,seat_cutoff_rne_real
59214,2008,individuel,5,0,48.9796,winner_share_proxy_2008
59214,2014,individuel,30,0,4.6407,seat_cutoff_model
59215,2008,individuel,15,0,2.5292,winner_share_proxy_2008
59215,2014,individuel,15,1,,seat_cutoff_model
59215,2020,individuel,23,0,34.2553,seat_cutoff_rne_real
59216,2008,individuel,11,0,10.7477,winner_share_proxy_2008
59216,2014,individuel,11,1,,seat_cutoff_model
59216,2020,individuel,11,1,,seat_cutoff_rne_real
59217,2008,individuel,11,0,1.1494,winner_share_proxy_2008
59217,2014,individuel,22,0,15.7895,seat_cutoff_model
59217,2020,individuel,22,0,3.6145,seat_cutoff_rne_real
59218,2008,individuel,15,0,30.9987,winner_share_proxy_2008
59219,2008,individuel,15,0,41.4085,winner_share_proxy_2008
59219,2014,individuel,15,1,,seat_cutoff_model
59219,2020,individuel,15,1,,seat_cutoff_rne_real
59222,2008,individuel,2,0,55.1489,winner_share_proxy_2008
59223,2008,individuel,3,0,49.3671,winner_share_proxy_2008
59223,2014,individuel,14,1,,seat_cutoff_model
59223,2020,individuel,30,0,13.8462,seat_cutoff_rne_real
59224,2008,individuel,19,0,33.0645,winner_share_proxy_2008
59226,2008,individuel,15,0,31.1111,winner_share_proxy_2008
59228,2008,individuel,15,0,16.2225,winner_share_proxy_2008
59229,2008,individuel,15,0,22.7891,winner_share_proxy_2008
59229,2014,individuel,15,1,,seat_cutoff_model
59229,2020,individuel,15,1,,seat_cutoff_rne_real
59231,2008,individuel,15,0,4.9336,winner_share_proxy_2008
59232,2008,individuel,11,0,5.1887,winner_share_proxy_2008
59232,2014,individuel,20,0,0.0,seat_cutoff_model
59232,2020,individuel,22,0,23.0435,seat_cutoff_rne_real
59233,2008,individuel,11,0,9.9057,winner_share_proxy_2008
59233,2014,individuel,22,0,30.0926,seat_cutoff_model
59233,2020,individuel,11,1,,seat_cutoff_rne_real
59236,2008,individuel,2,0,44.1989,winner_share_proxy_2008
59236,2014,individuel,11,1,,seat_cutoff_model
59236,2020,individuel,13,0,14.5985,seat_cutoff_rne_real
59237,2008,individuel,15,0,5.0125,winner_share_proxy_2008
59237,2014,individuel,16,0,41.8838,seat_cutoff_model
59237,2020,individuel,15,1,,seat_cutoff_rne_real
59238,2008,individuel,4,0,45.2632,winner_share_proxy_2008
59240,2008,individuel,3,0,55.914,winner_share_proxy_2008
59240,2014,individuel,12,0,0.0,seat_cutoff_model
59240,2020,individuel,13,0,4.3478,seat_cutoff_rne_real
59241,2008,individuel,4,0,52.6502,winner_share_proxy_2008
59241,2014,individuel,24,0,0.3717,seat_cutoff_model
59241,2020,individuel,15,1,,seat_cutoff_rne_real
59242,2008,individuel,15,0,13.9211,winner_share_proxy_2008
59242,2014,individuel,16,0,2.6066,seat_cutoff_model
59242,2020,individuel,16,0,19.7772,seat_cutoff_rne_real
59243,2008,individuel,8,0,52.9577,winner_share_proxy_2008
59244,2008,individuel,19,0,4.1562,winner_share_proxy_2008
59246,2008,individuel,15,0,6.2696,winner_share_proxy_2008
59246,2014,individuel,15,1,,seat_cutoff_model
59246,2020,individuel,24,0,56.2092,seat_cutoff_rne_real
59247,2008,individuel,19,0,3.2812,winner_share_proxy_2008
59250,2008,individuel,19,0,2.6287,winner_share_proxy_2008
59251,2008,individuel,10,0,26.601,winner_share_proxy_2008
59251,2014,individuel,11,1,,seat_cutoff_model
59251,2020,individuel,11,1,,seat_cutoff_rne_real
59252,2008,individuel,23,0,0.8183,winner_share_proxy_2008
59254,2008,individuel,15,0,2.9795,winner_share_proxy_2008
59254,2014,individuel,16,0,35.1889,seat_cutoff_model
59254,2020,individuel,15,1,,seat_cutoff_rne_real
59255,2008,individuel,3,0,59.8007,winner_share_proxy_2008
59255,2014,individuel,22,0,2.2857,seat_cutoff_model
59255,2020,individuel,16,0,0.0,seat_cutoff_rne_real
59256,2008,individuel,23,0,29.2641,winner_share_proxy_2008
59257,2008,individuel,15,0,13.0346,winner_share_proxy_2008
59257,2014,individuel,15,1,,seat_cutoff_model
59257,2020,individuel,15,1,,seat_cutoff_rne_real
59258,2008,individuel,19,0,5.5494,winner_share_proxy_2008
59259,2008,individuel,1,1,,winner_share_proxy_2008
59259,2014,individuel,22,0,0.3135,seat_cutoff_model
59259,2020,individuel,27,0,12.6437,seat_cutoff_rne_real
59260,2008,individuel,23,0,5.2253,winner_share_proxy_2008
59261,2008,individuel,19,0,27.3663,winner_share_proxy_2008
59262,2008,individuel,12,0,47.789,winner_share_proxy_2008
59263,2008,individuel,15,0,4.9828,winner_share_proxy_2008
59264,2008,individuel,4,0,45.4175,winner_share_proxy_2008
59264,2014,individuel,15,1,,seat_cutoff_model
59264,2020,individuel,15,1,,seat_cutoff_rne_real
59265,2008,individuel,19,0,28.1224,winner_share_proxy_2008
59267,2008,individuel,11,0,18.9655,winner_share_proxy_2008
59267,2014,individuel,11,1,,seat_cutoff_model
59267,2020,individuel,11,1,,seat_cutoff_rne_real
59269,2008,individuel,15,0,7.9023,winner_share_proxy_2008
59270,2008,individuel,11,0,12.0438,winner_share_proxy_2008
59270,2014,individuel,18,0,28.3154,seat_cutoff_model
59270,2020,individuel,29,0,0.0,seat_cutoff_rne_real
59274,2008,individuel,11,0,13.3588,winner_share_proxy_2008
59274,2014,individuel,11,1,,seat_cutoff_model
59274,2020,individuel,13,0,48.0226,seat_cutoff_rne_real
59277,2008,individuel,11,0,0.0,winner_share_proxy_2008
59277,2014,individuel,20,0,38.8601,seat_cutoff_model
59277,2020,individuel,11,1,,seat_cutoff_rne_real
59280,2008,individuel,15,0,5.7208,winner_share_proxy_2008
59280,2014,individuel,15,1,,seat_cutoff_model
59280,2020,individuel,16,0,2.1944,seat_cutoff_rne_real
59281,2008,individuel,15,0,4.6083,winner_share_proxy_2008
59282,2008,individuel,11,0,3.0303,winner_share_proxy_2008
59282,2014,individuel,11,1,,seat_cutoff_model
59282,2020,individuel,23,0,0.0,seat_cutoff_rne_real
59283,2008,individuel,10,0,41.8079,winner_share_proxy_2008
59283,2014,individuel,45,0,9.1864,seat_cutoff_model
59283,2020,individuel,30,0,6.1404,seat_cutoff_rne_real
59284,2008,individuel,23,0,36.6253,winner_share_proxy_2008
59285,2008,individuel,23,0,39.4383,winner_share_proxy_2008
59287,2008,individuel,11,0,10.596,winner_share_proxy_2008
59287,2014,individuel,23,0,14.5695,seat_cutoff_model
59287,2020,individuel,11,1,,seat_cutoff_rne_real
59288,2008,individuel,23,0,43.9815,winner_share_proxy_2008
59289,2008,individuel,1,1,,winner_share_proxy_2008
59290,2008,individuel,4,0,50.2326,winner_share_proxy_2008
59290,2014,individuel,13,0,28.7736,seat_cutoff_model
59290,2020,individuel,22,0,18.75,seat_cutoff_rne_real
59292,2008,individuel,23,0,44.6716,winner_share_proxy_2008
59293,2008,individuel,15,0,29.5165,winner_share_proxy_2008
59294,2008,individuel,11,0,1.875,winner_share_proxy_2008
59294,2014,individuel,17,0,0.0,seat_cutoff_model
59294,2020,individuel,22,0,3.8095,seat_cutoff_rne_real
59296,2008,individuel,2,0,49.3088,winner_share_proxy_2008
59296,2014,individuel,11,1,,seat_cutoff_model
59296,2020,individuel,11,1,,seat_cutoff_rne_real
59297,2008,individuel,19,0,33.5052,winner_share_proxy_2008
59300,2008,individuel,11,0,4.4983,winner_share_proxy_2008
59300,2014,individuel,15,1,,seat_cutoff_model
59300,2020,individuel,15,0,2.1186,seat_cutoff_rne_real
59303,2008,individuel,2,0,46.8275,winner_share_proxy_2008
59304,2008,individuel,2,0,50.3968,winner_share_proxy_2008
59304,2014,individuel,11,1,,seat_cutoff_model
59304,2020,individuel,11,1,,seat_cutoff_rne_real
59305,2008,individuel,15,0,12.8571,winner_share_proxy_2008
59306,2008,individuel,11,0,12.6374,winner_share_proxy_2008
59306,2014,individuel,12,0,4.9689,seat_cutoff_model
59306,2020,individuel,18,0,26.1905,seat_cutoff_rne_real
59307,2008,individuel,1,1,,winner_share_proxy_2008
59307,2014,individuel,15,1,,seat_cutoff_model
59307,2020,individuel,30,0,21.0526,seat_cutoff_rne_real
59308,2008,individuel,8,0,48.0066,winner_share_proxy_2008
59308,2014,individuel,15,1,,seat_cutoff_model
59308,2020,individuel,15,0,0.4878,seat_cutoff_rne_real
59310,2008,individuel,15,0,8.3799,winner_share_proxy_2008
59310,2014,individuel,15,1,,seat_cutoff_model
59310,2020,individuel,16,0,83.3866,seat_cutoff_rne_real
59311,2008,individuel,11,0,9.1603,winner_share_proxy_2008
59311,2014,individuel,15,1,,seat_cutoff_model
59311,2020,individuel,15,1,,seat_cutoff_rne_real
59312,2008,individuel,7,0,47.0024,winner_share_proxy_2008
59312,2014,individuel,15,1,,seat_cutoff_model
59312,2020,individuel,17,0,9.5847,seat_cutoff_rne_real
59313,2008,individuel,15,0,5.2097,winner_share_proxy_2008
59314,2008,individuel,23,0,36.8106,winner_share_proxy_2008
59315,2008,individuel,15,0,2.2727,winner_share_proxy_2008
59315,2014,individuel,15,1,,seat_cutoff_model
59315,2020,individuel,27,0,34.4353,seat_cutoff_rne_real
59318,2008,individuel,15,0,16.9102,winner_share_proxy_2008
59318,2014,individuel,29,0,18.2301,seat_cutoff_model
59318,2020,individuel,15,1,,seat_cutoff_rne_real
59319,2008,individuel,23,0,24.5568,winner_share_proxy_2008
59320,2008,individuel,15,0,34.878,winner_share_proxy_2008
59321,2008,individuel,1,1,,winner_share_proxy_2008
59321,2014,individuel,15,1,,seat_cutoff_model
59321,2020,individuel,30,0,3.4591,seat_cutoff_rne_real
59323,2008,individuel,15,0,4.3233,winner_share_proxy_2008
59325,2008,individuel,10,0,48.5197,winner_share_proxy_2008
59325,2014,individuel,30,0,13.1059,seat_cutoff_model
59325,2020,individuel,15,1,,seat_cutoff_rne_real
59326,2008,individuel,3,0,54.7069,winner_share_proxy_2008
59326,2014,individuel,15,1,,seat_cutoff_model
59330,2008,individuel,19,0,8.2166,winner_share_proxy_2008
59332,2008,individuel,19,0,34.434,winner_share_proxy_2008
59333,2008,individuel,11,0,16.4948,winner_share_proxy_2008
59333,2014,individuel,14,0,0.0,seat_cutoff_model
59333,2020,individuel,11,1,,seat_cutoff_rne_real
59334,2008,individuel,19,0,2.375,winner_share_proxy_2008
59335,2008,individuel,23,0,5.1613,winner_share_proxy_2008
59336,2008,individuel,19,0,30.2961,winner_share_proxy_2008
59337,2008,individuel,15,0,19.1011,winner_share_proxy_2008
59337,2014,individuel,16,0,14.0805,seat_cutoff_model
59337,2020,individuel,15,1,,seat_cutoff_rne_real
59338,2008,individuel,15,0,7.4792,winner_share_proxy_2008
59338,2014,individuel,15,1,,seat_cutoff_model
59338,2020,individuel,15,1,,seat_cutoff_rne_real
59341,2008,individuel,11,0,25.0,winner_share_proxy_2008
59341,2014,individuel,11,1,,seat_cutoff_model
59341,2020,individuel,11,1,,seat_cutoff_rne_real
59342,2008,individuel,11,0,7.1942,winner_share_proxy_2008
59342,2014,individuel,12,0,29.6552,seat_cutoff_model
59342,2020,individuel,14,0,0.0,seat_cutoff_rne_real
59344,2008,individuel,19,0,3.432,winner_share_proxy_2008
59345,2008,individuel,23,0,5.1546,winner_share_proxy_2008
59346,2008,individuel,23,0,39.9471,winner_share_proxy_2008
59347,2008,individuel,15,0,21.3768,winner_share_proxy_2008
59347,2014,individuel,15,1,,seat_cutoff_model
59347,2020,individuel,16,0,44.0,seat_cutoff_rne_real
59348,2008,individuel,15,0,26.7089,winner_share_proxy_2008
59349,2008,individuel,19,0,34.8315,winner_share_proxy_2008
59351,2008,individuel,4,0,46.2025,winner_share_proxy_2008
59351,2014,individuel,19,0,0.0,seat_cutoff_model
59351,2020,individuel,30,0,9.215,seat_cutoff_rne_real
59353,2008,individuel,11,0,15.873,winner_share_proxy_2008
59353,2014,individuel,11,1,,seat_cutoff_model
59353,2020,individuel,16,0,0.0,seat_cutoff_rne_real
59354,2008,individuel,15,0,4.5584,winner_share_proxy_2008
59354,2014,individuel,30,0,26.3274,seat_cutoff_model
59354,2020,individuel,15,1,,seat_cutoff_rne_real
59356,2008,individuel,19,0,13.2848,winner_share_proxy_2008
59357,2008,individuel,1,1,,winner_share_proxy_2008
59358,2008,individuel,15,0,5.6748,winner_share_proxy_2008
59363,2008,individuel,13,0,7.5248,winner_share_proxy_2008
59363,2014,individuel,15,1,,seat_cutoff_model
59363,2020,individuel,30,0,37.2591,seat_cutoff_rne_real
59364,2008,individuel,15,0,40.7025,winner_share_proxy_2008
59364,2014,individuel,23,0,0.2096,seat_cutoff_model
59364,2020,individuel,30,0,6.8584,seat_cutoff_rne_real
59366,2008,individuel,15,0,29.8765,winner_share_proxy_2008
59366,2014,individuel,15,1,,seat_cutoff_model
59366,2020,individuel,30,0,13.6364,seat_cutoff_rne_real
59370,2008,individuel,15,0,10.0503,winner_share_proxy_2008
59370,2014,individuel,16,0,77.5076,seat_cutoff_model
59370,2020,individuel,15,1,,seat_cutoff_rne_real
59371,2008,individuel,15,0,4.8544,winner_share_proxy_2008
59371,2014,individuel,15,1,,seat_cutoff_model
59371,2020,individuel,15,1,,seat_cutoff_rne_real
59372,2008,individuel,11,0,20.6154,winner_share_proxy_2008
59372,2014,individuel,30,0,3.1447,seat_cutoff_model
59372,2020,individuel,15,1,,seat_cutoff_rne_real
59374,2008,individuel,11,0,22.9391,winner_share_proxy_2008
59374,2014,individuel,11,1,,seat_cutoff_model
59374,2020,individuel,12,0,29.9107,seat_cutoff_rne_real
59377,2008,individuel,19,0,28.1667,winner_share_proxy_2008
59379,2008,individuel,5,0,48.2667,winner_share_proxy_2008
59379,2014,individuel,18,0,33.1606,seat_cutoff_model
59379,2020,individuel,17,0,0.0,seat_cutoff_rne_real
59381,2008,individuel,9,0,44.2231,winner_share_proxy_2008
59381,2014,individuel,27,0,13.5246,seat_cutoff_model
59381,2020,individuel,44,0,0.2283,seat_cutoff_rne_real
59382,2008,individuel,15,0,33.0,winner_share_proxy_2008
59384,2008,individuel,15,0,12.1319,winner_share_proxy_2008
59385,2008,individuel,23,0,31.7173,winner_share_proxy_2008
59387,2008,individuel,19,0,29.6089,winner_share_proxy_2008
59388,2008,individuel,19,0,5.4651,winner_share_proxy_2008
59389,2008,individuel,23,0,2.9035,winner_share_proxy_2008
59391,2008,individuel,15,0,34.0984,winner_share_proxy_2008
59391,2014,individuel,15,1,,seat_cutoff_model
59391,2020,individuel,15,0,3.5519,seat_cutoff_rne_real
59393,2008,individuel,15,0,3.7118,winner_share_proxy_2008
59393,2014,individuel,19,0,0.0,seat_cutoff_model
59394,2008,individuel,1,1,,winner_share_proxy_2008
59394,2014,individuel,11,1,,seat_cutoff_model
59394,2020,individuel,22,0,2.027,seat_cutoff_rne_real
59395,2008,individuel,11,0,10.0503,winner_share_proxy_2008
59395,2014,individuel,11,1,,seat_cutoff_model
59395,2020,individuel,11,1,,seat_cutoff_rne_real
59396,2008,individuel,2,0,48.4277,winner_share_proxy_2008
59396,2014,individuel,30,0,4.4321,seat_cutoff_model
59396,2020,individuel,15,1,,seat_cutoff_rne_real
59397,2008,individuel,15,0,23.2804,winner_share_proxy_2008
59397,2014,individuel,17,0,37.3219,seat_cutoff_model
59397,2020,individuel,15,1,,seat_cutoff_rne_real
59398,2008,individuel,19,0,34.2409,winner_share_proxy_2008
59399,2008,individuel,1,1,,winner_share_proxy_2008
59401,2008,individuel,19,0,4.3396,winner_share_proxy_2008
59402,2008,individuel,15,0,3.4146,winner_share_proxy_2008
59402,2014,individuel,19,0,9.0909,seat_cutoff_model
59402,2020,individuel,17,0,11.9048,seat_cutoff_rne_real
59403,2008,individuel,15,0,4.7198,winner_share_proxy_2008
59403,2014,individuel,29,0,31.0945,seat_cutoff_model
59403,2020,individuel,15,1,,seat_cutoff_rne_real
59405,2008,individuel,11,0,6.367,winner_share_proxy_2008
59405,2014,individuel,11,1,,seat_cutoff_model
59405,2020,individuel,11,0,3.1447,seat_cutoff_rne_real
59406,2008,individuel,15,0,10.9244,winner_share_proxy_2008
59406,2014,individuel,15,0,0.939,seat_cutoff_model
59406,2020,individuel,11,1,,seat_cutoff_rne_real
59407,2008,individuel,15,0,15.869,winner_share_proxy_2008
59407,2014,individuel,30,0,29.5082,seat_cutoff_model
59407,2020,individuel,15,1,,seat_cutoff_rne_real
59408,2008,individuel,15,0,27.2611,winner_share_proxy_2008
59409,2008,individuel,23,0,19.4053,winner_share_proxy_2008
59411,2008,individuel,19,0,5.5745,winner_share_proxy_2008
59412,2008,individuel,1,1,,winner_share_proxy_2008
59412,2014,individuel,13,0,0.0,seat_cutoff_model
59412,2020,individuel,11,1,,seat_cutoff_rne_real
59413,2008,individuel,3,0,41.9786,winner_share_proxy_2008
59413,2014,individuel,15,1,,seat_cutoff_model
59413,2020,individuel,15,1,,seat_cutoff_rne_real
59415,2008,individuel,11,0,26.8293,winner_share_proxy_2008
59415,2014,individuel,19,0,14.375,seat_cutoff_model
59415,2020,individuel,18,0,3.1056,seat_cutoff_rne_real
59418,2008,individuel,19,0,43.9264,winner_share_proxy_2008
59419,2008,individuel,15,0,10.2009,winner_share_proxy_2008
59420,2008,individuel,9,0,7.3171,winner_share_proxy_2008
59420,2014,individuel,7,1,,seat_cutoff_model
59420,2020,individuel,7,1,,seat_cutoff_rne_real
59422,2008,individuel,15,0,38.1466,winner_share_proxy_2008
59422,2014,individuel,15,1,,seat_cutoff_model
59422,2020,individuel,17,0,0.0,seat_cutoff_rne_real
59423,2008,individuel,15,0,32.7103,winner_share_proxy_2008
59424,2008,individuel,15,0,1.9685,winner_share_proxy_2008
59425,2008,individuel,11,0,15.6757,winner_share_proxy_2008
59425,2014,individuel,17,0,7.9208,seat_cutoff_model
59425,2020,individuel,11,1,,seat_cutoff_rne_real
59427,2008,individuel,15,0,2.6866,winner_share_proxy_2008
59427,2014,individuel,15,1,,seat_cutoff_model
59427,2020,individuel,15,1,,seat_cutoff_rne_real
59429,2008,individuel,23,0,44.9327,winner_share_proxy_2008
59430,2008,individuel,2,0,49.3464,winner_share_proxy_2008
59432,2008,individuel,2,0,48.2036,winner_share_proxy_2008
59432,2014,individuel,15,1,,seat_cutoff_model
59432,2020,individuel,15,1,,seat_cutoff_rne_real
59433,2008,individuel,15,0,13.9616,winner_share_proxy_2008
59433,2014,individuel,16,0,0.0,seat_cutoff_model
59433,2020,individuel,16,0,57.9082,seat_cutoff_rne_real
59434,2008,individuel,15,0,29.7949,winner_share_proxy_2008
59436,2008,individuel,15,0,10.395,winner_share_proxy_2008
59436,2014,individuel,24,0,1.8,seat_cutoff_model
59436,2020,individuel,17,0,0.0,seat_cutoff_rne_real
59437,2008,individuel,15,0,40.585,winner_share_proxy_2008
59437,2014,individuel,21,0,0.0,seat_cutoff_model
59437,2020,individuel,19,0,44.8649,seat_cutoff_rne_real
59438,2008,individuel,15,0,6.2053,winner_share_proxy_2008
59438,2014,individuel,30,0,9.4253,seat_cutoff_model
59438,2020,individuel,15,1,,seat_cutoff_rne_real
59439,2008,individuel,11,0,11.8227,winner_share_proxy_2008
59439,2014,individuel,11,1,,seat_cutoff_model
59439,2020,individuel,11,1,,seat_cutoff_rne_real
59440,2008,individuel,15,0,10.5023,winner_share_proxy_2008
59440,2014,individuel,30,0,19.7034,seat_cutoff_model
59440,2020,individuel,15,1,,seat_cutoff_rne_real
59441,2008,individuel,15,0,2.1918,winner_share_proxy_2008
59441,2014,individuel,15,1,,seat_cutoff_model
59441,2020,individuel,30,0,11.7808,seat_cutoff_rne_real
59442,2008,individuel,11,0,2.5478,winner_share_proxy_2008
59442,2014,individuel,11,1,,seat_cutoff_model
59442,2020,individuel,11,1,,seat_cutoff_rne_real
59443,2008,individuel,11,0,33.6585,winner_share_proxy_2008
59443,2014,individuel,11,1,,seat_cutoff_model
59443,2020,individuel,11,1,,seat_cutoff_rne_real
59444,2008,individuel,15,0,34.3195,winner_share_proxy_2008
59444,2014,individuel,15,1,,seat_cutoff_model
59444,2020,individuel,15,1,,seat_cutoff_rne_real
59445,2008,individuel,12,0,34.5238,winner_share_proxy_2008
59446,2008,individuel,15,0,2.4138,winner_share_proxy_2008
59446,2014,individuel,45,0,7.3864,seat_cutoff_model
59446,2020,individuel,30,0,36.6197,seat_cutoff_rne_real
59448,2008,individuel,11,0,11.8644,winner_share_proxy_2008
59448,2014,individuel,15,0,0.4219,seat_cutoff_model
59448,2020,individuel,11,1,,seat_cutoff_rne_real
59450,2008,individuel,5,0,38.326,winner_share_proxy_2008
59450,2014,individuel,33,0,19.8598,seat_cutoff_model
59450,2020,individuel,15,1,,seat_cutoff_rne_real
59451,2008,individuel,11,0,8.9844,winner_share_proxy_2008
59451,2014,individuel,30,0,17.1091,seat_cutoff_model
59451,2020,individuel,34,0,1.0676,seat_cutoff_rne_real
59453,2008,individuel,2,0,43.0939,winner_share_proxy_2008
59453,2014,individuel,16,0,6.599,seat_cutoff_model
59453,2020,individuel,16,0,37.2781,seat_cutoff_rne_real
59454,2008,individuel,10,0,43.0868,winner_share_proxy_2008
59454,2014,individuel,16,0,49.4737,seat_cutoff_model
59454,2020,individuel,15,1,,seat_cutoff_rne_real
59455,2008,individuel,5,0,47.9094,winner_share_proxy_2008
59455,2014,individuel,23,0,0.7949,seat_cutoff_model
59455,2020,individuel,16,0,37.0833,seat_cutoff_rne_real
59458,2008,individuel,15,0,2.5641,winner_share_proxy_2008
59458,2014,individuel,15,1,,seat_cutoff_model
59458,2020,individuel,15,1,,seat_cutoff_rne_real
59461,2008,individuel,11,0,28.6486,winner_share_proxy_2008
59461,2014,individuel,15,0,21.0811,seat_cutoff_model
59461,2020,individuel,11,1,,seat_cutoff_rne_real
59463,2008,individuel,15,0,29.3515,winner_share_proxy_2008
59463,2014,individuel,15,1,,seat_cutoff_model
59463,2020,individuel,15,1,,seat_cutoff_rne_real
59464,2008,individuel,7,0,52.7378,winner_share_proxy_2008
59465,2008,individuel,15,0,37.8968,winner_share_proxy_2008
59465,2014,individuel,15,1,,seat_cutoff_model
59465,2020,individuel,15,1,,seat_cutoff_rne_real
59467,2008,individuel,14,0,51.5198,winner_share_proxy_2008
59468,2008,individuel,11,0,4.4053,winner_share_proxy_2008
59468,2014,individuel,11,1,,seat_cutoff_model
59468,2020,individuel,11,1,,seat_cutoff_rne_real
59469,2008,individuel,11,0,43.6275,winner_share_proxy_2008
59469,2014,individuel,15,0,0.0,seat_cutoff_model
59469,2020,individuel,43,0,2.8986,seat_cutoff_rne_real
59470,2008,individuel,19,0,47.3684,winner_share_proxy_2008
59471,2008,individuel,19,0,37.4879,winner_share_proxy_2008
59472,2008,individuel,4,0,49.8925,winner_share_proxy_2008
59472,2014,individuel,20,0,0.0,seat_cutoff_model
59472,2020,individuel,30,0,16.8539,seat_cutoff_rne_real
59473,2008,individuel,11,0,7.0922,winner_share_proxy_2008
59473,2014,individuel,22,0,17.8571,seat_cutoff_model
59473,2020,individuel,13,0,0.0,seat_cutoff_rne_real
59474,2008,individuel,15,0,19.943,winner_share_proxy_2008
59474,2014,individuel,15,1,,seat_cutoff_model
59476,2008,individuel,23,0,1.0274,winner_share_proxy_2008
59478,2008,individuel,15,0,30.3657,winner_share_proxy_2008
59479,2008,individuel,23,0,38.6407,winner_share_proxy_2008
59480,2008,individuel,15,0,6.9474,winner_share_proxy_2008
59480,2014,individuel,23,0,0.3484,seat_cutoff_model
59480,2020,individuel,26,0,34.4595,seat_cutoff_rne_real
59483,2008,individuel,11,0,8.6538,winner_share_proxy_2008
59483,2014,individuel,1,1,,seat_cutoff_model
59483,2020,individuel,11,1,,seat_cutoff_rne_real
59486,2008,individuel,23,0,0.7086,winner_share_proxy_2008
59487,2008,individuel,15,0,8.37,winner_share_proxy_2008
59490,2008,individuel,11,0,36.8098,winner_share_proxy_2008
59490,2014,individuel,11,1,,seat_cutoff_model
59490,2020,individuel,14,0,31.0345,seat_cutoff_rne_real
59492,2008,individuel,15,0,39.7368,winner_share_proxy_2008
59492,2014,individuel,15,1,,seat_cutoff_model
59492,2020,individuel,15,1,,seat_cutoff_rne_real
59493,2008,individuel,1,1,,winner_share_proxy_2008
59493,2014,individuel,11,1,,seat_cutoff_model
59493,2020,individuel,11,1,,seat_cutoff_rne_real
59494,2008,individuel,11,0,13.253,winner_share_proxy_2008
59494,2014,individuel,11,1,,seat_cutoff_model
59494,2020,individuel,11,1,,seat_cutoff_rne_real
59495,2008,individuel,19,0,26.9045,winner_share_proxy_2008
59496,2008,individuel,1,1,,winner_share_proxy_2008
59496,2014,individuel,11,1,,seat_cutoff_model
59496,2020,individuel,11,1,,seat_cutoff_rne_real
59497,2008,individuel,19,0,26.5372,winner_share_proxy_2008
59498,2008,individuel,4,0,50.2488,winner_share_proxy_2008
59498,2014,individuel,11,1,,seat_cutoff_model
59498,2020,individuel,22,0,13.1818,seat_cutoff_rne_real
59499,2008,individuel,19,0,11.2395,winner_share_proxy_2008
59500,2008,individuel,4,0,40.8397,winner_share_proxy_2008
59500,2014,individuel,13,0,0.4082,seat_cutoff_model
59500,2020,individuel,10,1,,seat_cutoff_rne_real
59501,2008,individuel,15,0,23.7838,winner_share_proxy_2008
59502,2008,individuel,15,0,33.75,winner_share_proxy_2008
59503,2008,individuel,11,0,24.5902,winner_share_proxy_2008
59503,2014,individuel,12,0,22.6891,seat_cutoff_model
59503,2020,individuel,13,0,61.7647,seat_cutoff_rne_real
59504,2008,individuel,23,0,2.1053,winner_share_proxy_2008
59505,2008,individuel,15,0,25.6522,winner_share_proxy_2008
59505,2014,individuel,29,0,42.0824,seat_cutoff_model
59505,2020,individuel,15,1,,seat_cutoff_rne_real
59506,2008,individuel,11,0,8.6066,winner_share_proxy_2008
59506,2014,individuel,12,0,45.4545,seat_cutoff_model
59506,2020,individuel,11,1,,seat_cutoff_rne_real
59511,2008,individuel,19,0,25.2863,winner_share_proxy_2008
59513,2014,individuel,22,0,12.5954,seat_cutoff_model
59513,2020,individuel,22,0,30.0,seat_cutoff_rne_real
59515,2008,individuel,15,0,16.5584,winner_share_proxy_2008
59515,2014,individuel,26,0,0.0,seat_cutoff_model
59515,2020,individuel,15,1,,seat_cutoff_rne_real
59516,2008,individuel,1,1,,winner_share_proxy_2008
59516,2014,individuel,16,0,23.7006,seat_cutoff_model
59516,2020,individuel,15,1,,seat_cutoff_rne_real
59517,2008,individuel,15,0,9.9323,winner_share_proxy_2008
59517,2014,individuel,30,0,9.1463,seat_cutoff_model
59517,2020,individuel,15,1,,seat_cutoff_rne_real
59518,2008,individuel,11,0,7.0896,winner_share_proxy_2008
59518,2014,individuel,11,1,,seat_cutoff_model
59518,2020,individuel,11,1,,seat_cutoff_rne_real
59519,2008,individuel,15,0,32.2695,winner_share_proxy_2008
59520,2008,individuel,19,0,35.3499,winner_share_proxy_2008
59521,2008,individuel,3,0,42.3221,winner_share_proxy_2008
59521,2014,individuel,11,1,,seat_cutoff_model
59521,2020,individuel,11,1,,seat_cutoff_rne_real
59522,2008,individuel,19,0,4.8689,winner_share_proxy_2008
